%time,seq,stamp,frame_id,child_frame_id,x,y,z
0,0,0,world,base_link,0.0,0.0,0.0
16209196,1,20000000,world,base_link,-2.1316282072803006e-14,1.7763568394002505e-15,2.883006333664895e-13
38749267,2,40000000,world,base_link,-1.4210854715202004e-14,8.881784197001252e-16,2.0539819844955787e-13
56310007,3,60000000,world,base_link,-3.552713678800501e-15,0.0,1.149982886694545e-13
76294031,4,80000000,world,base_link,3.552713678800501e-15,-8.881784197001252e-16,1.9800133754799276e-14
97387071,5,100000000,world,base_link,-2.1316282072803006e-14,8.881784197001252e-16,3.0350028046299826e-13
116308489,6,120000000,world,base_link,-1.4210854715202004e-14,-8.881784197001252e-16,2.228009443605572e-13
136825630,7,140000000,world,base_link,-7.105427357601002e-15,-8.881784197001252e-16,1.3340023530261647e-13
162883947,8,160000000,world,base_link,0.0,-2.6645352591003757e-15,3.9201281110123887e-14
207577912,9,180000000,world,base_link,-8.171241461241152e-14,-8.881784197001252e-16,7.929004675055751e-13
207600870,10,200000000,world,base_link,-1.7763568394002505e-14,-8.881784197001252e-16,2.3999899290139126e-13
257681126,11,220000000,world,base_link,-1.0658141036401503e-14,-1.7763568394002505e-15,1.5160095401256513e-13
257715167,12,240000000,world,base_link,-3.552713678800501e-15,-3.552713678800501e-15,5.840120054223519e-14
307572618,13,260000000,world,base_link,1.0658141036401503e-14,-5.329070518200751e-15,-4.020048183228653e-14
307598452,14,280000000,world,base_link,-2.4868995751603507e-14,-2.6645352591003757e-15,2.5679805504275066e-13
307630198,15,300000000,world,base_link,-1.7763568394002505e-14,-3.552713678800501e-15,1.6979820327556183e-13
357546001,16,320000000,world,base_link,-7.105427357601002e-15,-4.440892098500626e-15,7.750050601273983e-14
357570007,17,340000000,world,base_link,0.0,-5.329070518200751e-15,-2.0001361678012586e-14
362251408,18,360000000,world,base_link,-2.842170943040401e-14,-4.440892098500626e-15,2.7300037230837404e-13
398686125,19,380000000,world,base_link,-2.1316282072803006e-14,-4.440892098500626e-15,1.8770054954764248e-13
447573899,20,400000000,world,base_link,-3.552713678800501e-15,-5.329070518200751e-15,9.639858356003117e-14
497743025,21,420000000,world,base_link,-3.552713678800501e-15,-7.105427357601002e-15,0.0
497784313,22,440000000,world,base_link,-2.842170943040401e-14,-4.440892098500626e-15,2.883006333664895e-13
497803731,23,460000000,world,base_link,-1.7763568394002505e-14,-6.217248937900877e-15,2.0530105393490317e-13
497819390,24,480000000,world,base_link,-1.0658141036401503e-14,-6.217248937900877e-15,1.149982886694545e-13
547630473,25,500000000,world,base_link,-7.105427357601002e-15,-7.105427357601002e-15,1.969951979319262e-14
547656481,26,520000000,world,base_link,-2.842170943040401e-14,-5.329070518200751e-15,3.0350028046299826e-13
547673200,27,540000000,world,base_link,-2.1316282072803006e-14,-7.105427357601002e-15,2.228980888752119e-13
584564077,28,560000000,world,base_link,-1.0658141036401503e-14,-7.993605777301127e-15,1.3350084926422312e-13
584605494,29,580000000,world,base_link,-3.552713678800501e-15,-9.769962616701378e-15,3.929842562477859e-14
637570318,30,600000000,world,base_link,-8.171241461241152e-14,-7.993605777301127e-15,7.929004675055751e-13
637594331,31,620000000,world,base_link,-1.7763568394002505e-14,-7.993605777301127e-15,2.400996068629979e-13
697768096,32,640000000,world,base_link,-7.105427357601002e-15,-8.881784197001252e-15,1.5179871248882648e-13
697863974,33,660000000,world,base_link,0.0,-9.769962616701378e-15,5.859895901849654e-14
697962137,34,680000000,world,base_link,1.7763568394002505e-14,-1.1546319456101628e-14,-4.009986787067987e-14
747642365,35,700000000,world,base_link,-1.4210854715202004e-14,-9.769962616701378e-15,2.568986690043573e-13
757190014,36,720000000,world,base_link,0.0,-9.769962616701378e-15,1.6989881723716849e-13
797681179,37,740000000,world,base_link,1.0658141036401503e-14,-1.1546319456101628e-14,7.769826448900119e-14
797719703,38,760000000,world,base_link,2.1316282072803006e-14,-1.2434497875801753e-14,-1.9800133754799276e-14
797790897,39,780000000,world,base_link,-3.552713678800501e-15,-1.0658141036401503e-14,2.731009862699807e-13
847585802,40,800000000,world,base_link,7.105427357601002e-15,-1.1546319456101628e-14,1.8780116350924914e-13
847625260,41,820000000,world,base_link,2.1316282072803006e-14,-1.1546319456101628e-14,9.649919752163783e-14
864315672,42,840000000,world,base_link,2.4868995751603507e-14,-1.3322676295501878e-14,2.0122792321330962e-16
864382622,43,860000000,world,base_link,7.105427357601002e-15,-1.1546319456101628e-14,2.8840124732809613e-13
907579783,44,880000000,world,base_link,1.4210854715202004e-14,-1.2434497875801753e-14,2.0549881241116452e-13
907600493,45,900000000,world,base_link,2.4868995751603507e-14,-1.3322676295501878e-14,1.151995165926678e-13
957651805,46,920000000,world,base_link,3.197442310920451e-14,-1.4210854715202004e-14,1.990074771640593e-14
957687501,47,940000000,world,base_link,1.4210854715202004e-14,-1.2434497875801753e-14,3.036008944246049e-13
1007608040,48,960000000,world,base_link,2.1316282072803006e-14,-1.4210854715202004e-14,2.2299870283681855e-13
1007635011,49,980000000,world,base_link,3.197442310920451e-14,-1.4210854715202004e-14,1.3360146322582978e-13
1007647696,50,1000000000,world,base_link,4.263256414560601e-14,-1.5987211554602254e-14,3.939903958638524e-14
1057562193,51,1020000000,world,base_link,-3.197442310920451e-14,-1.4210854715202004e-14,7.930010814671817e-13
1057580839,52,1040000000,world,base_link,3.197442310920451e-14,-1.4210854715202004e-14,2.4020022082460457e-13
1064059989,53,1060000000,world,base_link,4.263256414560601e-14,-1.5987211554602254e-14,1.5179871248882648e-13
1098308491,54,1080000000,world,base_link,0.007949571195364769,0.006458668484914831,-5.487010151794536e-11
1157649454,55,1100000000,world,base_link,0.019633159115727494,0.01595056681273732,-5.4908900343209055e-11
1157696965,56,1120000000,world,base_link,0.031322039821493064,0.025447004331178746,-5.490900095717066e-11
1157705081,57,1140000000,world,base_link,0.0430109312408824,0.034943439360190176,-5.490900095717066e-11
1157866798,58,1160000000,world,base_link,0.05469983838984405,0.044439855276800166,-5.490910157113227e-11
1207695911,59,1180000000,world,base_link,0.06638876198666566,0.053936251197610474,-5.490910157113227e-11
1216272633,60,1200000000,world,base_link,0.0780777020826271,0.06343262706022124,-5.490910157113227e-11
1267652586,61,1220000000,world,base_link,0.08976665868155109,0.07292898285989668,-5.490919871564692e-11
1267686709,62,1240000000,world,base_link,0.10145563178393147,0.0824253185959618,-5.490929932960853e-11
1267710585,63,1260000000,world,base_link,0.11314462139004533,0.09192163426803646,-5.490929932960853e-11
1327614579,64,1280000000,world,base_link,0.12483362750013782,0.10141792987575737,-5.490929932960853e-11
1327636123,65,1300000000,world,base_link,0.13652265011443276,0.11091420541876396,-5.490929932960853e-11
1356687700,66,1320000000,world,base_link,0.14821168923319306,0.12041046089669472,-5.4909399943570136e-11
1356792955,67,1340000000,world,base_link,0.1599007448566674,0.1299066963091846,-5.4909399943570136e-11
1407655746,68,1360000000,world,base_link,0.17158981698506182,0.1394029116558766,-5.490950055753174e-11
1407706153,69,1380000000,world,base_link,0.18327890561865345,0.14889910693641006,-5.490950055753174e-11
