stamp,x,y,x_gt,y_gt
0,0.0,0.0,0.0,0.0
50000000,0.03505706375084783,0.01533308887329099,0.03512867730762004,0.014011418828035804
100000000,0.06748350361812117,0.027585313914304077,0.07025759002647547,0.028022285209138076
150000000,0.10339748998858855,0.04263224658383269,0.10538675777470097,0.0420325530788177
200000000,0.13652539872975433,0.052960741584518356,0.14051616093516373,0.056042268451260036
250000000,0.17106307221420725,0.0673329169109862,0.17564581912611033,0.07005138525777976
300000000,0.20626814530275306,0.08134560679008418,0.21077571273032092,0.08405994951675133
350000000,0.24385516037596888,0.09728290429074304,0.24590586136611137,0.09806791515529767
400000000,0.27808878447120566,0.10940330737513593,0.2810362454161677,0.11207532819598587
450000000,0.3111765741642083,0.1219387244389658,0.3164248430122445,0.1254730960016044
500000000,0.3484917290635505,0.1357334049128629,0.35215420164660927,0.13798343875571195
550000000,0.3811398828825272,0.15145911269033796,0.3883608022341729,0.1492723593584202
600000000,0.4240791458850146,0.1624437430219965,0.4249626935943631,0.15923240720636667
650000000,0.4565174409728767,0.16940687109502273,0.46195317385960344,0.16781040110414036
700000000,0.4938051698558472,0.17584702188305146,0.4991549460526876,0.1756044948298321
750000000,0.5323213790487813,0.18497771227658077,0.5364687815859721,0.1828924499491431
800000000,0.5706320250992643,0.19448018477872964,0.5737843138384129,0.19017138759203078
850000000,0.6093245190167806,0.2010085643044217,0.6111084068772445,0.19746350680381353
900000000,0.6470734159168514,0.2080852236453632,0.6484224229788609,0.20473083371123657
950000000,0.6834954168790417,0.21456906164755551,0.6857478066590783,0.21201907915521856
1000000000,0.7229990895221312,0.219710308218672,0.7230635094080249,0.21929500298464344
1050000000,0.7624356819223674,0.22763381663803983,0.7603813061200047,0.22656679629628584
1100000000,0.7972813762081783,0.23370539794071865,0.7977003927319615,0.23384410630522634
1150000000,0.8348706966875197,0.2435759200370189,0.835019562971361,0.24111718441388996
1200000000,0.8742540501134113,0.24963147587779888,0.8723411895786093,0.24839657250546132
1250000000,0.9215763961110048,0.2584249790220565,0.9096609807605578,0.2556633578902221
1300000000,0.9585702474931508,0.266690303545809,0.9469843224166219,0.2629354616635169
1350000000,0.997997079331228,0.2750514356291611,0.9843128045030642,0.2702150471063378
1400000000,1.031698739403196,0.28310184902292646,1.0216227891561935,0.27747249879144853
1450000000,1.0683430357203427,0.288351987970382,1.0589429114946292,0.28473967319658877
1500000000,1.1062352611516402,0.29730220912045935,1.0962655530835796,0.2920040078561872
1550000000,1.1410370618448455,0.3028791891981357,1.1335912243693649,0.29927493287444085
1600000000,1.1793498280427288,0.3089917455865625,1.1709128043901025,0.3065404053694456
1650000000,1.21831607332701,0.3155267562134072,1.2082376847826453,0.31379877450197347
1700000000,1.2537942546115985,0.3211267056378646,1.2455611562617221,0.3210467544942395
1750000000,1.292004958842575,0.32748522682474324,1.2828979761779866,0.32830564251890415
1800000000,1.3302066923536597,0.3359915446752475,1.3202272574135563,0.33555464475675034
1850000000,1.3699456224155195,0.3405013350830246,1.3575601853611126,0.3427994538753194
1900000000,1.4085948445912306,0.3536569139159327,1.3948983045956247,0.350045961048842
1950000000,1.4447695355860652,0.359928333174349,1.432228486667519,0.3572898537758875
2000000000,1.4831069124904088,0.3658925433563849,1.4695579052487133,0.3645127318958483
2050000000,1.5217500595957425,0.37578518405386596,1.5068881103622243,0.3717443005516783
2100000000,1.5548389189898169,0.38039494575790656,1.544228253271843,0.37898073039577884
2150000000,1.592530016711224,0.3867943633241677,1.5815622679834789,0.38620580946153416
2200000000,1.6316655325751066,0.392082822464233,1.6188998251230977,0.3934324332079093
2250000000,1.6701986408067313,0.40266189568278765,1.6562365666670686,0.4006522993123727
2300000000,1.7047048596111258,0.40726932024251017,1.693575322890183,0.407876398198292
2350000000,1.7422673662520167,0.41604793303029153,1.7309089479595965,0.41508300961758904
2400000000,1.7814694318788047,0.4217304853016284,1.768247617717254,0.42229834315838044
2450000000,1.8186009000062082,0.42681259822071516,1.805588822857759,0.4295081519732089
2500000000,1.8542065524775624,0.43469424818244207,1.8429297891862824,0.43671348380514896
2550000000,1.892489665335754,0.4421914117801533,1.880269624175721,0.4439179794040671
2600000000,1.9321906812543694,0.4483503055974918,1.9176073155883309,0.4511151909589861
2650000000,1.9683720307045298,0.45610901762084843,1.9549538171484624,0.4583189157425589
2700000000,2.008689984899168,0.4654889002108207,1.992292444309285,0.46550987904888874
2750000000,2.0466329141899333,0.47031689739838045,2.0296376359010004,0.47270317432402775
2800000000,2.081871413245804,0.48148843257901275,2.0669818156654465,0.47989220200474136
2850000000,2.120625935048187,0.48718873221775993,2.1043276955625494,0.48707909776583147
2900000000,2.1584282254344256,0.4956625740234393,2.1416718153708736,0.4942601888611726
2950000000,2.1950773135656707,0.5050449657796263,2.1790195338678426,0.5014487775135055
3000000000,2.2316960061705187,0.5122701955238891,2.216364671652844,0.5086181283966793
3050000000,2.2685970330332754,0.519482584868534,2.253708079223287,0.5157900465150727
3100000000,2.310986043532237,0.5259556954645155,2.291059978293873,0.5229647349381503
3150000000,2.3446542558989023,0.5368708665564923,2.3284083222091816,0.5301356221337863
3200000000,2.3816772381032445,0.5441581124837005,2.3657579089544853,0.5373014938353968
3250000000,2.421842529897522,0.5486108551406232,2.4031113135691538,0.5444657645388191
3300000000,2.461135639525307,0.5552420170120018,2.44046402388506,0.551639151039292
3350000000,2.498410749163002,0.564341044695627,2.477810007306493,0.5587786114022264
3400000000,2.5344435976714568,0.5689356617198369,2.51515595126002,0.565927041198937
