time,stamp,x,y,x_gt,y_gt,ape,rpe
0,0,-0.3478657260568607,0.04917090038252159,0.0,0.0,351.3236980471069,0.0
43691162,33000000,-0.34755408709085683,0.049761505681668934,0.0,0.0,351.0983493285972,-0.22534871850971028
67300735,66000000,-0.34857852198711675,0.04831345093831744,0.0,0.0,351.91074938440295,0.8124000558057398
92937229,100000000,-0.35006994099988065,0.04880648703080837,0.0,0.0,353.4558483996953,1.5450990152923727
119940211,133000000,-0.3478582428780049,0.049038431524573024,0.0,0.0,351.2977724161702,-2.1580759835251317
145523419,166000000,-0.34856893931947314,0.04926818130131417,0.0,0.0,352.03360513883,0.7358327226598682
175028847,200000000,-0.34861774922358124,0.04833471669730238,0.0,0.0,351.95252508246654,-0.08108005636348059
219201752,233000000,-0.34874552792572894,0.04873315449270989,0.0,0.0,352.134013686559,0.18148860409245016
243682469,266000000,-0.3484436993257054,0.04829881801867966,0.0,0.0,351.77519443784564,-0.3588192487133379
282093304,300000000,-0.3484193339479395,0.04885176957066785,0.0,0.0,351.82741175029474,0.05221731244908767
325548907,333000000,-0.34701999485931684,0.04783877322187523,0.0,0.0,350.30190558364694,-1.5255061666478165
355357315,366000000,-0.3484766877077216,0.048675710810302364,0.0,0.0,351.85981114448566,1.5579055608387349
384088662,400000000,-0.34757488760269384,0.04855586961405074,0.0,0.0,350.9501032426148,-0.9097079018708931
430227419,433000000,-0.34826928460699724,0.04843801060300116,0.0,0.0,351.6215799291137,0.6714766864989175
457828112,466000000,-0.34810264198411245,0.04864695691440435,0.0,0.0,351.4853848645077,-0.13619506460599284
488975468,500000000,-0.34827140929422346,0.049176047941540624,0.0,0.0,351.72611251218353,0.24072764767585353
525445908,533000000,-0.34959338261811224,0.04871591936586763,0.0,0.0,352.97135006971246,1.245237557528922
558721148,566000000,-0.34843341711929443,0.04827375442490404,0.0,0.0,351.76156915118537,-1.2097809185270814
589130503,600000000,-0.3476842284066541,0.048621254359004995,0.0,0.0,351.06744232151954,-0.6941268296658532
635085889,633000000,-0.3491325883130933,0.04904655673570309,0.0,0.0,352.56081595921637,1.4933736376968043
667112632,666000000,-0.3490537894155317,0.04905633429452301,0.0,0.0,352.4841440969485,-0.07667186226784084
693931847,700000000,-0.34891438819155746,0.047998638775486054,0.0,0.0,352.20039694950435,-0.28374714744416885
728942570,733000000,-0.3472276052264782,0.04810367997674067,0.0,0.0,350.54382587434014,-1.6565710751642038
756116697,766000000,-0.34877024145377694,0.048365422314407484,0.0,0.0,352.1077894613762,1.563963587036088
785258752,800000000,-0.3483976718074406,0.04765919245363233,0.0,0.0,351.6423415150363,-0.46544794633990305
834712036,833000000,-0.34764752385807374,0.04822875883899347,0.0,0.0,350.9769422964987,-0.6653992185376434
864293340,866000000,-0.34728552372350624,0.048243832177411676,0.0,0.0,350.6204533838154,-0.35648891268325045
896424638,900000000,-0.34801048116436134,0.04913777991558298,0.0,0.0,351.462396872386,0.8419434885705845
933400697,933000000,-0.34889624298095123,0.04869535911957368,0.0,0.0,352.2780526317347,0.8156557593486657
962257002,966000000,-0.34801872428083125,0.0487534496917236,0.0,0.0,351.41703331924685,-0.8610193124878318
992939212,1000000000,-0.34952806083364074,0.048857918675060646,0.0,0.0,352.9262834182006,1.5092500989538071
1027441649,1033000000,-0.3481217354492728,0.049281103347027684,0.0005127428314734672,1.7697074334077634e-05,352.0978310692592,-0.8284523489414664
1057567336,1066000000,-0.3232574370495645,0.044232503844987385,0.023756873421329948,0.0006483373864504926,349.74063423839635,-2.357196830862829
1087885268,1100000000,-0.29093599587262686,0.03570554859747249,0.05655823218911671,0.0018328448861079315,349.141230153279,-0.5994040851173277
1131918655,1133000000,-0.25801525939493464,0.030979996398857502,0.08834546296023076,0.0038439543598689286,347.42209884797734,-1.7191313053017132
1162309988,1166000000,-0.22431682728779925,0.024515120566907557,0.12004011757067516,0.006841210681817067,344.81019788122376,-2.6119009667535664
1186500404,1200000000,-0.19212111535092585,0.019703465562494967,0.15257694418285156,0.010877506790932934,344.81103490838115,0.0008370271574187349
1230774815,1233000000,-0.15902638352103232,0.018364421060350283,0.18401899049449222,0.01570195814633104,343.05570588786253,-1.7553290205186145
1258667578,1266000000,-0.12595666536900912,0.01532682021703357,0.21527968636489075,0.02151859445687543,341.29252235128007,-1.7631835365825022
1294521824,1300000000,-0.09168269792897044,0.013568319061624493,0.24728342026713862,0.02846184256583175,339.2931569119969,-1.9993654392831406
1345087876,1333000000,-0.05686015388797433,0.013875822941153186,0.27812521598444995,0.03610561999921045,335.7221498587892,-3.571007053207731
1375352594,1366000000,-0.02314506476230943,0.012714017967578518,0.30868761815543627,0.04465707143263113,333.36659718253173,-2.355552676257422
1403007923,1400000000,0.012278383120805092,0.012868716412443096,0.33987100936048903,0.054348278619602654,330.2082416408029,-3.1583555417288856
1438568812,1433000000,0.04357574925799779,0.014702056275996342,0.369821548250187,0.06465639152785549,330.04811311459883,-0.16012852620400642
1465603312,1466000000,0.0769832993199237,0.01736225074964392,0.39940384843066157,0.07609791640672406,327.7268510651058,-2.321262049493067
1498239460,1500000000,0.11030013412246531,0.02154161949482175,0.4294852984858835,0.08872939400926452,326.1799598287821,-1.5468912363236775
1534682500,1533000000,0.14097413267186665,0.026156089635088132,0.4582654288394939,0.1018053439642274,326.1848805574651,0.0049207286829666685
1565960925,1566000000,0.17327044353001253,0.03135640806289307,0.4865395298417955,0.11577755998149372,324.4448355728332,-1.7400449846318722
